Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
spring-cloud-alibaba,com.alibaba.cloud.integration.order.feign,StorageServiceFeignClient,0,0,1,0,6,1,0,0,-1.0,1,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\feign\StorageServiceFeignClient.java,26
spring-cloud-alibaba,com.alibaba.cloud.integration.order.feign.dto,AccountDTO,2,0,4,4,19,4,0,0,0.5,2,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\feign\dto\AccountDTO.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.order.feign.dto,StorageDTO,2,0,4,4,19,4,0,0,0.5,2,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\feign\dto\StorageDTO.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.order.mapper,OrderMapper,0,0,1,0,6,1,0,0,-1.0,1,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\mapper\OrderMapper.java,26
spring-cloud-alibaba,com.alibaba.cloud.integration.order,OrderServiceApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\OrderServiceApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.integration.order.service.impl,OrderServiceImpl,4,0,1,1,37,3,0,0,0.0,0,7,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\service\impl\OrderServiceImpl.java,40
spring-cloud-alibaba,com.alibaba.cloud.integration.order.service,OrderService,0,0,1,0,6,1,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-order\src\main\java\com\alibaba\cloud\integration\order\service\OrderService.java,22
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.controller,PraiseController,1,0,1,1,9,1,0,0,0.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\controller\PraiseController.java,26
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.listener,ListenerAutoConfiguration,0,0,1,1,8,1,0,0,-1.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\listener\ListenerAutoConfiguration.java,28
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.mapper,PraiseMapper,0,0,2,0,7,2,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\mapper\PraiseMapper.java,28
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.message,PraiseMessage,1,0,3,3,15,3,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\message\PraiseMessage.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer,PraiseConsumerApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\PraiseConsumerApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.service.impl,PraiseServiceImpl,1,0,2,2,13,2,0,0,0.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\service\impl\PraiseServiceImpl.java,27
spring-cloud-alibaba,com.alibaba.cloud.integration.consumer.service,PraiseService,0,0,2,0,7,2,0,0,-1.0,2,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-consumer\src\main\java\com\alibaba\cloud\integration\consumer\service\PraiseService.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.provider.controller,PraiseController,2,0,1,1,13,1,0,0,0.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-provider\src\main\java\com\alibaba\cloud\integration\provider\controller\PraiseController.java,30
spring-cloud-alibaba,com.alibaba.cloud.integration.provider.message,PraiseMessage,1,0,3,3,15,3,0,0,0.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-provider\src\main\java\com\alibaba\cloud\integration\provider\message\PraiseMessage.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.provider,PraiseProviderApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-praise-provider\src\main\java\com\alibaba\cloud\integration\provider\PraiseProviderApplication.java,22
spring-cloud-alibaba,com.alibaba.cloud.integration.storage.controller,StorageController,1,0,2,2,18,2,0,0,0.0,0,3,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\controller\StorageController.java,31
spring-cloud-alibaba,com.alibaba.cloud.integration.storage.dto,StorageDTO,2,0,4,4,19,4,0,0,0.5,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\dto\StorageDTO.java,19
spring-cloud-alibaba,com.alibaba.cloud.integration.storage.mapper,StorageMapper,0,0,2,0,7,2,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\mapper\StorageMapper.java,28
spring-cloud-alibaba,com.alibaba.cloud.integration.storage.service.impl,StorageServiceImpl,2,0,3,2,29,6,0,0,0.0,0,2,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\service\impl\StorageServiceImpl.java,33
spring-cloud-alibaba,com.alibaba.cloud.integration.storage.service,StorageService,0,0,2,0,7,2,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\service\StorageService.java,22
spring-cloud-alibaba,com.alibaba.cloud.integration.storage,StorageServiceApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\integrated-example\integrated-storage\src\main\java\com\alibaba\cloud\integration\storage\StorageServiceApplication.java,22
spring-cloud-alibaba,com.alibaba.cloud.examples.example,BeanAutoRefreshConfigExample,1,0,1,1,15,1,0,0,0.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\example\BeanAutoRefreshConfigExample.java,29
spring-cloud-alibaba,com.alibaba.cloud.examples.example,ConfigListenerExample,4,2,3,3,28,3,0,0,0.6666666666666666,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\example\ConfigListenerExample.java,34
spring-cloud-alibaba,com.alibaba.cloud.examples.example,DockingInterfaceExample,3,1,6,6,73,10,0,0,0.3333333333333333,0,2,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\example\DockingInterfaceExample.java,35
spring-cloud-alibaba,com.alibaba.cloud.examples.example,ValueAnnotationExample,4,0,1,1,18,1,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\example\ValueAnnotationExample.java,28
spring-cloud-alibaba,com.alibaba.cloud.examples.model,NacosConfigInfo,4,0,8,8,45,8,0,0,0.5,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\model\NacosConfigInfo.java,22
spring-cloud-alibaba,com.alibaba.cloud.examples,NacosConfigApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-config-example\src\main\java\com\alibaba\cloud\examples\NacosConfigApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,ConsumerApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-consumer-example\src\main\java\com\alibaba\cloud\examples\ConsumerApplication.java,26
spring-cloud-alibaba,com.alibaba.cloud.examples,TestController,5,0,10,10,41,10,0,0,0.3,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-consumer-example\src\main\java\com\alibaba\cloud\examples\TestController.java,31
spring-cloud-alibaba,com.alibaba.cloud.examples,ConsumerSCLBApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-consumer-sclb-example\src\main\java\com\alibaba\cloud\examples\ConsumerSCLBApplication.java,25
spring-cloud-alibaba,com.alibaba.cloud.examples,RandomLoadBalancer,3,0,4,3,29,5,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-consumer-sclb-example\src\main\java\com\alibaba\cloud\examples\RandomLoadBalancer.java,33
spring-cloud-alibaba,com.alibaba.cloud.examples,TestController,6,0,11,11,45,11,0,0,0.2727272727272727,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-consumer-sclb-example\src\main\java\com\alibaba\cloud\examples\TestController.java,31
spring-cloud-alibaba,com.alibaba.cloud.examples,EchoController,1,0,6,6,37,7,0,0,1.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-provider-example\src\main\java\com\alibaba\cloud\examples\EchoController.java,33
spring-cloud-alibaba,com.alibaba.cloud.examples,ProviderApplication,0,0,1,1,8,1,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-provider-example\src\main\java\com\alibaba\cloud\examples\ProviderApplication.java,25
spring-cloud-alibaba,com.alibaba.cloud.examples,GetConfigController,1,0,1,1,10,1,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-spring-cloud-config-client-example\src\main\java\com\alibaba\cloud\examples\GetConfigController.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,SpringCloudConfigClientApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-spring-cloud-config-client-example\src\main\java\com\alibaba\cloud\examples\SpringCloudConfigClientApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,SpringCloudConfigServerApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-discovery-spring-cloud-config-server-example\src\main\java\com\alibaba\cloud\examples\SpringCloudConfigServerApplication.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,ConsumerReactiveApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-reactivediscovery-consumer-example\src\main\java\com\alibaba\cloud\examples\ConsumerReactiveApplication.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,MyController,2,0,2,2,14,2,0,0,1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-reactivediscovery-consumer-example\src\main\java\com\alibaba\cloud\examples\MyController.java,30
spring-cloud-alibaba,com.alibaba.cloud.examples,WebClientConfiguration,0,0,1,1,9,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-discovery-example\nacos-reactivediscovery-consumer-example\src\main\java\com\alibaba\cloud\examples\WebClientConfiguration.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,GatewayApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-gateway-example\nacos-gateway-discovery-example\src\main\java\com\alibaba\cloud\examples\GatewayApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,EchoController,0,0,2,2,12,2,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-gateway-example\nacos-gateway-provider-example\src\main\java\com\alibaba\cloud\examples\EchoController.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,ProviderApplication,0,0,1,1,8,1,0,0,-1.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\nacos-example\nacos-gateway-example\nacos-gateway-provider-example\src\main\java\com\alibaba\cloud\examples\ProviderApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,RocketMQComprehensiveApplication,1,0,4,4,31,4,0,0,0.75,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\rocketmq-example\rocketmq-comprehensive-example\src\main\java\com\alibaba\cloud\examples\RocketMQComprehensiveApplication.java,34
spring-cloud-alibaba,com.alibaba.cloud.examples,User,3,0,7,7,29,7,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\rocketmq-example\rocketmq-comprehensive-example\src\main\java\com\alibaba\cloud\examples\User.java,21
spring-cloud-alibaba,com.alibaba.cloud.examples,AccountApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\account-service\src\main\java\com\alibaba\cloud\examples\AccountApplication.java,22
spring-cloud-alibaba,com.alibaba.cloud.examples,AccountController,5,0,2,2,26,4,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\account-service\src\main\java\com\alibaba\cloud\examples\AccountController.java,29
spring-cloud-alibaba,com.alibaba.cloud.examples,DatabaseConfiguration,0,0,1,1,11,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\account-service\src\main\java\com\alibaba\cloud\examples\DatabaseConfiguration.java,25
spring-cloud-alibaba,com.alibaba.cloud.examples,BusinessApplication,0,0,2,2,17,2,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\business-service\src\main\java\com\alibaba\cloud\examples\BusinessApplication.java,33
spring-cloud-alibaba,com.alibaba.cloud.examples,BusinessApplication.StorageService,0,0,0,0,3,0,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\business-service\src\main\java\com\alibaba\cloud\examples\BusinessApplication.java,55
spring-cloud-alibaba,com.alibaba.cloud.examples,BusinessApplication.OrderService,0,0,0,0,3,0,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\business-service\src\main\java\com\alibaba\cloud\examples\BusinessApplication.java,64
spring-cloud-alibaba,com.alibaba.cloud.examples,HomeController,9,0,3,3,56,7,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\business-service\src\main\java\com\alibaba\cloud\examples\HomeController.java,35
spring-cloud-alibaba,com.alibaba.cloud.examples,Order,5,5,1,1,25,1,0,0,0.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\business-service\src\main\java\com\alibaba\cloud\examples\Order.java,21
spring-cloud-alibaba,com.alibaba.cloud.examples,DatabaseConfiguration,0,0,1,1,10,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\order-service\src\main\java\com\alibaba\cloud\examples\DatabaseConfiguration.java,25
spring-cloud-alibaba,com.alibaba.cloud.examples,Order,5,5,1,1,25,1,0,0,0.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\order-service\src\main\java\com\alibaba\cloud\examples\Order.java,21
spring-cloud-alibaba,com.alibaba.cloud.examples,OrderApplication,0,0,2,2,11,2,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\order-service\src\main\java\com\alibaba\cloud\examples\OrderApplication.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,OrderController,8,0,5,3,62,7,0,0,0.4,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\order-service\src\main\java\com\alibaba\cloud\examples\OrderController.java,42
spring-cloud-alibaba,com.alibaba.cloud.examples,StorageApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\seata-example\storage-service\src\main\java\com\alibaba\cloud\examples\StorageApplication.java,22
spring-cloud-alibaba,com.alibaba.cloud.examples,FeignCircuitBreakerApplication,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-circuitbreaker-example\src\main\java\com\alibaba\cloud\examples\FeignCircuitBreakerApplication.java,23
spring-cloud-alibaba,com.alibaba.cloud.examples,ExceptionUtil,0,0,2,1,11,2,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-core-example\src\main\java\com\alibaba\cloud\examples\ExceptionUtil.java,25
spring-cloud-alibaba,com.alibaba.cloud.examples,JsonFlowRuleListConverter,0,0,1,1,10,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-core-example\src\main\java\com\alibaba\cloud\examples\JsonFlowRuleListConverter.java,26
spring-cloud-alibaba,com.alibaba.cloud.examples,ServiceApplication,0,0,5,5,23,5,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-core-example\src\main\java\com\alibaba\cloud\examples\ServiceApplication.java,34
spring-cloud-alibaba,com.alibaba.cloud.examples,TestController,2,0,5,5,31,5,0,0,1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-core-example\src\main\java\com\alibaba\cloud\examples\TestController.java,27
spring-cloud-alibaba,com.alibaba.cloud.examples,WebMvcConfiguration,0,0,1,1,8,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-core-example\src\main\java\com\alibaba\cloud\examples\WebMvcConfiguration.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,OpenFeignApplication,0,0,1,1,9,1,0,0,-1.0,0,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-openfeign-example\src\main\java\com\alibaba\cloud\examples\OpenFeignApplication.java,24
spring-cloud-alibaba,com.alibaba.cloud.examples,RestTemplateApplication,0,0,1,1,9,1,0,0,-1.0,1,0,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-resttemplate-example\src\main\java\com\alibaba\cloud\examples\RestTemplateApplication.java,22
spring-cloud-alibaba,com.alibaba.cloud.examples,RestTemplateApplicationTest,0,0,1,1,14,1,0,0,-1.0,0,1,D:\IDE\DesigniteJava\3130A4\spring-cloud-alibaba\spring-cloud-alibaba-examples\sentinel-example\sentinel-resttemplate-example\src\test\java\com\alibaba\cloud\examples\RestTemplateApplicationTest.java,22
